,price_doc
7907,15.142761140825852
14943,15.775605342011543
25400,16.489659207390805
14812,15.424948470398375
16992,14.817843197044054
27757,14.73180128983843
11629,14.914122846632385
5207,15.961441840912943
21401,15.367790221264295
11275,15.901182649394746
28064,15.58195221920804
27172,15.702580206996654
5920,15.595366122689505
22885,16.801192495664765
3184,17.312018119430753
20482,16.0978929436408
2008,15.590462908875947
7003,15.578338861279224
868,14.73180128983843
1568,14.508657738524219
28247,16.04013410948861
5645,15.256886678168446
29444,15.717618084361195
1569,15.255345686012195
6629,15.076150989047212
2799,15.86320340132953
28664,16.029264437251705
3062,15.538277155705378
12535,16.06680235657077
13775,16.481210096728724
24979,16.454567887579532
20668,16.166885815127753
16733,16.300417207752275
21816,15.570909765710251
3253,15.598901777521812
805,15.648092021712584
25392,15.796512026830857
294,13.815510557964274
17082,15.49260711887219
18191,14.077874822431765
7569,15.229614619723431
182,15.414898134544874
5822,15.427924038999903
4857,14.922401153369266
384,13.815510557964274
847,15.931766072766827
15751,16.04013410948861
26847,16.523560759066484
2347,14.914122846632385
7450,16.34123920227253
13749,14.946912669455374
12994,13.815510557964274
21766,15.424948470398375
29387,16.18376456421192
18812,17.760000830974256
7516,15.481071681934598
4386,15.35884371001489
13438,15.850216205802719
22617,16.012735135300492
28521,15.466283677202673
11304,14.508657738524219
16643,16.763836709120994
20069,16.300417207752275
8136,13.815510557964274
28374,15.984564258333798
7736,15.955576721460545
6844,16.372856466950086
24982,15.580210532411597
18127,15.955576721460545
9434,15.65606019136176
11536,13.815510557964274
14763,16.19771980951393
20506,15.69161117562608
3776,15.245070326039468
21917,15.732433170146335
1066,13.815510557964274
9129,15.138564222075077
17284,15.564710412773533
20373,15.581133593627243
20102,15.623799329143539
25448,16.25785759333348
16345,15.931766072766827
18086,15.501909511534503
8566,15.14523456759577
1453,15.775605342011543
29695,15.987531280937203
25082,15.84365880525656
4903,15.254551057582425
29227,15.424948470398375
6823,15.80338490611862
19341,14.914122846632385
463,15.564710412773533
6558,15.680089169161123
25586,15.550717841323772
24325,15.573368475516649
6677,15.052144144529759
58,16.113083109134777
23626,15.327556124389725
27697,16.454567887579532
22987,15.526819083423998
26832,15.424455348833918
20395,15.943742263813542
23725,16.300417207752275
3109,13.805460222110773
11090,15.792567152587813
29398,16.60667566577699
10394,15.761420707019587
3828,15.887801595615269
9676,15.576515243383195
20936,14.485352263413656
7076,15.524734980108507
2607,14.508657738524219
7153,17.06704290644894
5903,16.034714042019267
28383,15.900480663930159
20802,15.404745763080856
7150,15.18967666828418
7435,15.796459611664103
9885,15.761420707019587
16348,15.80307691348828
5941,15.424948470398375
5743,15.547166103122624
12057,15.86963429165982
16153,15.701367350571445
27298,14.508657738524219
1748,15.501909511534503
932,15.564710412773533
406,15.520258650202699
23974,15.42375756154785
22644,16.461685355348397
20913,15.725053062848712
7626,15.579473937127105
7696,15.514240577877136
22616,16.108045315104818
10379,15.130577409795796
2637,16.12804598181149
30250,15.671891357401135
12496,15.49260711887219
25711,14.953943379857632
10467,15.65606019136176
20244,11.512925464970229
3396,15.59037815952211
5407,15.01735309488094
23115,15.547166103122624
7426,15.524604828237019
23858,15.648092021712584
4267,15.552461790697334
3076,14.814670767660724
2350,15.88237331743725
25246,14.914122846632385
19192,15.656274454120142
13286,16.407026942810532
65,16.11919504640162
18612,14.508657738524219
22974,15.89495209964411
14766,15.464169183551656
9581,15.529308485722618
27575,16.1378982782545
26115,14.866186717671042
17828,15.48979944271799
15509,16.240313283682568
30176,15.520258650202699
14244,15.454507272639919
24865,13.815510557964274
15018,15.278275099026907
14403,15.64218661909589
22339,16.548937950287556
22293,15.819622227428319
14243,15.837058121225207
4552,15.014820608529918
22781,15.370864971217836
19557,15.943742263813542
25899,16.06680235657077
22194,15.605601970091632
26412,15.789591583986283
14257,15.573368475516649
7393,15.404745763080856
14989,16.333207030575267
12300,16.10298201314827
25665,16.266515656076592
1530,15.717618084361195
5056,15.516278010686571
24211,15.978833583624812
25792,15.358258730381126
13804,14.914122846632385
26141,16.195056692094447
12655,14.508657738524219
12505,15.538277155705378
670,15.687312734865866
10466,15.761420707019587
4163,15.402713086347656
27893,15.702065074338606
9268,16.266515656076592
29075,14.914122846632385
5288,15.694975607611434
13080,15.823724590355742
825,13.815510557964274
7000,15.304217092649818
9063,15.319145634709242
5016,15.525004461911475
22537,16.147654453199863
4188,15.65606019136176
30157,15.541883146299362
10006,16.56999895317227
17485,15.761420707019587
27302,15.717618084361195
22497,15.854474316709583
5620,15.424948470398375
11707,16.11809565095832
16773,16.0978929436408
1295,16.034714042019267
27931,16.208855950282224
8886,14.508657738524219
13148,15.931766072766827
4876,15.761420707019587
24685,13.815510557964274
25725,15.86913160122959
23247,15.789591583986283
9187,15.555976732804778
20334,15.826712471184102
19174,15.830413578506539
21968,15.725053062848712
21257,16.007164090251038
13890,15.761420707019587
18934,15.687312734865866
28753,15.687312734865866
23379,16.02378497148708
16642,16.1378982782545
1444,15.907374619642667
10210,15.88237331743725
15991,15.919644712234481
957,15.623799329143539
25909,15.86320340132953
9619,15.919644712234481
23402,16.871104809654746
26840,15.89495209964411
25817,15.355974527303708
576,14.508657738524219
14368,15.411863230849718
20291,14.508657738524219
13872,16.056220247240233
12454,15.488252792725829
8774,16.108045315104818
20734,14.980310631985734
19445,16.639267566778454
50,13.815510557964274
3978,13.764217263576723
12681,15.573368475516649
24809,16.308716010566968
18905,16.719675637992776
3642,15.603033900798227
11567,15.64005985001532
2547,15.483217378522351
17439,16.05088690126487
12745,15.86963429165982
1236,13.81451005763069
19431,13.815510557964274
27135,15.380787574612604
11177,16.045524958123483
18414,13.9108207377686
1158,14.907433858481587
6968,16.127600337972567
23799,15.943742263813542
17707,15.88237331743725
12658,14.603967918328545
5609,16.02378497148708
18975,15.483217378522351
27514,15.358258730381126
19994,16.454567887579532
1691,15.671808548329901
22789,16.42558035070628
5561,15.651668020201663
22516,15.80338490611862
3458,15.052289314015388
13814,16.00156183470237
7027,15.520258650202699
4213,16.186511022390878
18358,15.58195221920804
8863,15.483217378522351
17405,15.789591583986283
14520,15.25407710919692
18250,16.523560759066484
28245,16.34123920227253
6182,15.511126166639427
19070,15.404745763080856
13983,15.520258650202699
17091,15.931766072766827
14966,15.856730886823913
26963,16.264360317761454
8259,14.921455893999175
3800,15.434714823932714
24828,14.603967918328545
19981,15.955576721460545
15645,15.55344845167459
29467,17.212018293740083
9024,15.501909511534503
19571,16.03030433353057
27631,16.17163641788635
27375,15.679590688771956
27198,15.978833583624812
24584,13.805460222110773
23590,14.957365908003652
24005,15.88616964655614
411,15.967272761223736
20511,16.325109820342647
1945,16.05088690126487
3087,14.914122846632385
23314,15.414898134544874
13307,14.508657738524219
870,14.508657738524219
23351,15.162247229160588
24070,15.937772096827038
5086,15.655059691028178
1203,16.300417207752275
11279,15.943742263813542
16838,15.761420707019587
23650,14.508657738524219
7937,15.30565804920705
10354,15.116236137417
3315,13.997832114758229
14818,15.500640558606033
15067,16.595609755841593
12569,16.107742946163615
30030,16.00156183470237
24337,15.60727002719233
16027,14.76271839247315
23910,16.333207030575267
9011,14.508657738524219
20810,16.11809565095832
12185,15.80338490611862
15884,15.698303346982595
20707,15.761420707019587
28739,15.943742263813542
5855,15.138695243327337
14829,16.235779037205422
6268,15.413224006701816
4980,15.648092021712584
12249,15.904251847627
22243,16.144737581904742
2917,15.250595083253597
10500,15.78262291467019
8243,15.330637790927133
20719,14.914122846632385
20056,16.97675726999584
25535,15.404745763080856
1982,15.38412647587812
652,15.226497531674536
26439,15.454507272639919
6937,15.405730380227077
28475,16.3957273875566
5183,16.034714042019267
2083,15.464169183551656
19153,15.197158390671548
4244,14.508657738524219
25069,16.045524958123483
6011,15.485840350615748
2496,15.789591583986283
8443,15.200904513841001
6601,15.522855276049965
5539,15.543300410864392
20409,14.781276933298955
4441,15.241709532939424
23135,16.76900838161906
1027,15.555976732804778
25047,15.403929103174299
1237,16.204273347199372
18409,15.86240953791624
19852,15.319587954740548
25622,15.747031969567487
25645,15.955576721460545
11288,15.207303772638989
4234,16.249123913364723
14643,15.615568830007025
3958,13.815510557964274
22376,16.07205171245691
10227,13.815510557964274
7848,15.60727002719233
11272,15.465409759872385
27421,15.902692068654327
37,15.27412558066379
23500,16.48415789599158
5483,15.856730886823913
9355,15.38412647587812
13018,15.907374619642667
7421,15.18191466294869
14503,16.11809565095832
25699,14.650940414223431
15407,15.671808548329901
26263,15.829733347201675
5667,15.140910948496606
27637,16.108045315104818
5406,14.887265392462501
18829,14.845129975145433
8344,16.43331214788387
30364,15.470590063969913
6598,15.386053784092564
21305,15.518438813485714
14091,15.38412647587812
24887,15.38020337390026
865,13.9108207377686
12449,14.978661367769956
25904,17.073607095985757
16015,15.789591583986283
7610,15.920932419369024
26575,15.84365880525656
25213,14.914122846632385
6226,14.702087371567016
2284,15.555976732804778
24067,15.663761098038096
14980,15.967272761223736
16654,16.204273347199372
637,14.508657738524219
4574,16.012735135300492
19318,15.60727002719233
777,15.58195221920804
27855,15.937772096827038
11672,15.77128475409384
23221,15.414898134544874
17295,15.424948470398375
24215,16.73598034701772
7394,15.417873703146402
11480,15.341566861459324
17610,15.837058121225207
1577,15.518438813485714
12152,16.642824179893303
28576,16.538803988479177
23138,15.602257485368785
12844,15.679590688771956
29012,16.384298691732976
4184,14.977942359345338
10042,15.143166822818634
6965,15.247275293128922
28299,15.821160904234414
12493,15.789591583986283
21950,16.36300241616606
28041,16.1573163641116
27328,15.464169183551656
27768,16.321853793528582
28363,15.287890867997294
4868,15.736835231546973
29793,15.829491687028478
8504,15.579473937127105
18090,13.815510557964274
26854,16.759949537130716
5860,15.196596378154553
10346,15.60727002719233
22715,13.815510557964274
9844,15.217035837516573
1249,14.508657738524219
5758,15.418399069820216
3171,15.319587954740548
24478,15.876684253967845
26780,15.775605342011543
202,15.214227439082721
14760,15.74237447358543
15956,15.663965370868874
6833,17.312018119430753
17195,15.769322547938451
1032,15.573368475516649
1,15.60727002719233
11749,13.815510557964274
19225,15.612996101890735
13506,15.147010766997026
7203,15.002133723955097
21947,17.02846689719638
4624,15.008996567566028
12984,15.648092021712584
24974,16.03896174686435
24774,14.650940414223431
14227,15.150006233850277
7831,15.62946668194141
18562,15.58195221920804
22418,16.496532086678563
11809,15.671808548329901
14510,15.529308485722618
28989,16.995381236842924
23133,15.761420707019587
22353,15.201804919084164
95,16.3727378693319
3685,13.815510557964274
19481,15.743966987449848
16330,15.296205594505649
7239,14.508657738524219
23241,16.213405830762646
24882,16.899631018603078
3261,15.549376048773427
14621,14.756910206006342
20904,15.830413578506539
25940,15.795109388420952
19245,16.176364559082295
16356,15.573368475516649
6447,15.38412647587812
24474,15.146829591165387
8635,16.300417207752275
8575,14.688693768824486
10080,15.278271856689765
3672,15.64005985001532
1792,15.919644712234481
9135,16.73301855283345
7511,15.22858316011677
7707,15.464169183551656
91,16.06680235657077
26951,15.823724590355742
25728,16.185754299432134
25179,15.361954356050449
5509,15.955576721460545
20112,14.566158427114816
24424,16.145968372369953
24360,16.02378497148708
15714,15.761420707019587
3216,14.346138809026444
8830,15.06202547655588
15497,15.563840469264994
27306,13.815510557964274
29082,15.770097242498483
21452,16.1573163641116
12744,15.470139020867775
27060,15.70008254497958
20148,15.588437639061869
25408,16.028170943430332
4641,15.694975607611434
21012,16.34123920227253
981,15.573368475516649
16710,15.761420707019587
25066,15.876823897215854
14542,14.893242358653028
7088,15.30565804920705
17658,15.29711509888849
25401,15.464169183551656
624,16.59547203453347
9348,15.405393104530567
17568,15.725053062848712
22337,15.984846504212967
17238,15.5176556289168
27705,16.199675637950744
23480,15.91322414443156
6617,15.30565804920705
1047,16.64872390202049
1100,15.555976732804778
14139,15.717618084361195
12088,15.394489262913666
21490,16.22209163606764
457,15.363073066680286
14266,15.984564258333798
8569,15.65606019136176
8368,15.385378192154336
25321,15.707582824528528
13826,15.694975607611434
4277,15.729546655226468
30211,15.789591583986283
26563,15.669082022233463
20199,16.62491325332677
24596,15.671808548329901
18768,16.25785759333348
12117,15.501909511534503
5878,16.34123920227253
23887,16.077273656438063
5760,14.933618890989104
14850,16.213405830762646
22912,17.014183675514957
26305,15.856730886823913
6019,14.914122846632385
26726,16.026002181987895
3403,16.300417207752275
24299,15.830413578506539
8189,15.183768231598012
8561,15.06346196946242
3991,15.184080515783739
4199,15.423877897539699
3311,15.86963429165982
15721,15.943742263813542
29974,16.010887206709477
22754,15.483217378522351
3676,15.064265505062103
14629,15.638445644660779
14206,14.914122846632385
16349,15.308556666530096
29159,15.931766072766827
8797,15.768538174788452
21561,14.946912669455374
8420,15.64005985001532
17382,16.012735135300492
9410,15.784809333901517
29236,16.454567887579532
14981,16.166885815127753
2839,15.775605342011543
18576,15.80338490611862
25675,16.0978929436408
10008,15.502330719110432
5797,16.195056692094447
5771,16.082468473315167
6175,15.816990558174398
6858,15.548548509989649
25130,16.15249707767565
8441,15.978833583624812
20732,16.515814164867653
6650,15.938271971868689
30446,15.627954618385163
28411,15.717618084361195
5018,16.316946509703484
3652,15.64366351031509
1493,15.464169183551656
18581,15.29711509888849
19865,15.492132800793676
304,15.78262291467019
21627,15.371547693671259
4585,15.789591583986283
10931,16.14083513792781
25719,15.778801777260712
28569,17.622173047734595
349,15.687312734865866
6684,15.18191466294869
12561,15.030187963065732
25193,15.071715311003919
1607,15.955576721460545
29244,15.821965460100381
4954,15.648092021712584
18771,16.3957273875566
10209,13.815510557964274
4012,15.65606019136176
27132,16.04013410948861
12094,15.687312734865866
12968,15.792567152587813
23951,15.635371457303204
4596,15.333403413614166
19219,15.747031969567487
4501,15.231940496706379
28069,15.231447698382063
6242,14.508657738524219
16393,15.913528485217045
5490,14.508657738524219
29313,15.218782481207509
3052,15.789591583986283
19718,15.773349277884861
9073,15.573368475516649
21975,15.856730886823913
26206,15.339734313803868
12293,15.747031969567487
23905,14.508657738524219
22496,13.9108207377686
13194,16.2411447962872
2222,15.789591583986283
18886,14.914122846632385
11786,15.570390251904698
24729,15.573967950967742
19024,16.67771143889374
9345,15.33068350416798
8630,15.569571275268263
25712,15.781382145234057
8124,15.628215791707792
18721,16.012735135300492
86,13.805460222110773
9505,15.572668920540286
11424,15.573368475516649
11047,16.09277784297403
10962,15.65606019136176
27539,15.943742263813542
18504,15.687312734865866
4929,15.00240047714009
20046,16.035129825134707
20048,15.531296058739635
23413,16.06680235657077
15304,16.325109820342647
12052,15.217847545250876
11953,15.889939557820565
8293,14.28551418721001
7869,15.440907248976334
19589,16.173577660417322
16771,16.75467248002987
21664,15.25196557227578
4200,15.228939425871426
22899,15.773736131336516
8858,15.330659768707598
5874,14.915122346965468
17634,15.52421481425567
26910,15.60727002719233
20658,15.691948128654953
5341,15.573368475516649
9368,15.49451557698079
14997,15.631962639782701
890,13.805460222110773
25786,17.216707939626428
21737,15.754252217540975
10875,15.504868093574247
1242,13.815510557964274
13973,14.914122846632385
6090,15.160805825549472
27830,13.815510557964274
19191,15.33283318149057
24508,15.57549724256617
5572,16.09277784297403
14735,16.06680235657077
4640,15.201804919084164
25768,15.80338490611862
13112,15.687312734865866
230,15.424948470398375
11402,16.364955728889846
4789,16.612791892794426
20813,15.179682001996394
23245,15.973069878908062
3235,15.319587954740548
21400,15.590462908875947
2797,15.702580206996654
29784,15.786809801748632
11121,15.68615822251904
15270,15.849471484121908
14639,15.732433170146335
11235,15.559479363355981
11471,15.913528485217045
23603,15.483217378522351
13319,15.732433170146335
12201,15.541533455345187
18933,17.00465268529764
8626,15.208545152588563
17141,15.67586281865794
21072,15.775605342011543
6838,15.14549908287307
30299,15.81025712862253
28752,15.501419020893263
13255,15.990262279448435
10600,15.690139505014624
25001,15.538277155705378
29733,15.64005985001532
6494,16.127700278498626
10057,14.508657738524219
18498,16.41820024340866
25958,15.316356294101364
29341,15.454507272639919
26744,15.372818615665457
19127,15.501909511534503
1226,15.373655176010823
3906,15.424082095203746
17661,15.29711509888849
15520,14.914122846632385
14882,15.830413578506539
6093,15.590462908875947
6138,16.132419473446348
18523,15.630347026438937
26929,15.449126609206388
30149,16.588099280204055
15847,15.150511624696614
24479,15.306368742466963
5476,15.083685576883074
8157,15.231759031529847
1482,15.631962639782701
21818,15.473738634567807
5161,15.978833583624812
19351,15.84045631433116
20094,16.06680235657077
24149,13.815510557964274
7291,15.740846210480402
6923,16.0978929436408
11981,14.914122846632385
20418,16.034714042019267
5076,15.424948470398375
2096,16.061525299469924
17227,15.516326931114948
10074,15.62878687065458
5447,16.12804598181149
11415,15.675707188745557
21716,16.32916662103826
2747,14.883663639147676
26650,16.759949537130716
5741,15.57876509443521
13798,15.132305580078475
9826,15.830413578506539
29562,15.426437361449793
23083,15.555976732804778
9731,15.615568830007025
28720,16.40327459319198
30054,15.538277155705378
28277,16.279363798554442
22777,17.493122471084543
13276,15.747031969567487
2865,15.536489845131282
16005,16.66967926719648
16038,13.815510557964274
14066,15.768538174788452
13564,15.58195221920804
16024,15.732433170146335
16843,13.815510557964274
14913,16.422815281423215
7286,15.651918292194425
70,15.483217378522351
1277,15.598901777521812
19242,15.523954539255643
1064,15.319587954740548
26041,14.68860147053221
29940,15.64005985001532
29368,15.967272761223736
22044,15.538277155705378
25297,15.949676999333356
12836,15.978833583624812
3146,16.32916662103826
1328,15.555976732804778
28161,15.955576721460545
1070,15.520258650202699
13548,16.232743733335223
8927,15.789591583986283
17545,16.10298201314827
21293,16.082468473315167
26024,15.931766072766827
18542,15.699803628595262
25052,15.599611777512997
13797,15.082458161451598
29976,15.943742263813542
21005,15.823724590355742
1990,15.424948470398375
9457,14.914122846632385
12348,15.955576721460545
156,15.747031969567487
15452,15.464169183551656
25209,15.702580206996654
8118,15.444792273317415
9136,15.65426190875371
22631,16.11809565095832
7250,15.066414656974642
23989,16.266515656076592
5833,16.12804598181149
20775,16.166885815127753
9965,16.077273656438063
9267,14.508657738524219
6351,15.955576721460545
5373,15.390692580090105
24332,15.47770219783424
29812,16.02378497148708
14052,14.508657738524219
28684,15.021357704612647
11110,15.295980364411681
16999,15.8544425563059
8465,15.789591583986283
17122,14.508657738524219
19960,15.64005985001532
13024,15.747031969567487
29628,14.956543562516336
25450,15.990262279448435
20001,15.789591583986283
26798,15.907374619642667
6045,16.176364559082295
5505,15.441388588044914
24143,15.650545010673651
17243,15.414898134544874
23771,16.012735135300492
17031,15.538277155705378
26022,15.671808548329901
29448,14.914122846632385
4976,15.379409953887972
26086,15.02567048252637
27321,15.0013092083113
11561,15.725053062848712
18415,15.946787621999503
18952,15.739759210238407
27,15.363073066680286
14768,14.35504024985862
184,13.815510557964274
3267,16.429614335590294
18279,17.014183675514957
12974,14.508657738524219
29561,16.115479030591164
5098,15.080922899032087
5916,15.520258650202699
8880,15.563177063881705
11957,15.555976732804778
7575,15.319587954740548
29206,16.213405830762646
17914,15.109831615709972
20488,15.80338490611862
25271,15.648092021712584
10373,15.775605342011543
21004,16.811242831518264
29072,15.94537794916012
15579,15.88237331743725
29697,15.830413578506539
25948,15.24497599235722
7798,15.855447856299943
29137,15.931766072766827
16371,15.404745763080856
23670,15.29590709682043
23169,15.573368475516649
2114,15.64005985001532
22880,16.503358051748965
12360,15.64005985001532
4680,15.276385583072924
26008,15.538277155705378
13571,15.603931125926815
15145,16.951004773893423
13127,15.454507272639919
11963,15.60379365828459
20292,16.436549382076855
20635,16.533885013400894
6186,15.715180488972392
19894,13.805460222110773
3291,15.301521060188351
25202,15.796512026830857
23563,15.808283572965504
5576,15.241025632237447
6825,15.64005985001532
10965,15.955576721460545
27143,13.815510557964274
23347,15.698103534969576
3283,15.424948470398375
2349,13.815510557964274
1471,15.564710412773533
28109,15.103221387705362
26800,16.034714042019267
24208,16.056220247240233
28034,15.851320171371825
29792,16.00156183470237
8665,14.926343206280219
10085,15.648092021712584
16083,15.89495209964411
2814,15.631962639782701
25430,16.562781472219765
26924,15.362516954631833
15174,15.919644712234481
16400,15.732433170146335
3892,16.240313283682568
12551,15.481899718336505
16253,15.58195221920804
27772,15.80338490611862
1437,15.60727002719233
459,15.58195221920804
3709,16.06680235657077
19828,15.768538174788452
24145,16.74557108185306
672,14.508657738524219
18633,15.4503311862761
16680,15.543620000115872
9138,15.35237777756354
13975,15.623799329143539
25251,14.603711521825407
828,15.615568830007025
14941,15.60727002719233
23288,15.58060087920886
7342,16.600521800202614
7017,15.702580206996654
11328,15.747031969567487
24690,15.648309598041138
24056,13.815510557964274
12684,16.00156183470237
20456,15.919644712234481
7913,16.08763644347361
28980,15.850216205802719
1708,15.65606019136176
7133,15.590462908875947
12372,15.470399733302292
8087,15.29461196867037
8047,15.675947004345474
3443,14.403297222866392
28834,15.694975607611434
6387,15.365028600186179
9370,15.01547534089267
1264,16.012735135300492
7645,15.509473425468062
11703,15.371548115612098
27876,15.176487111099874
17795,14.843700382335838
15172,15.732433170146335
4217,15.725053062848712
219,13.805460222110773
27800,16.591219407540297
23246,15.526768325308176
13603,16.510137738734343
1821,15.538277155705378
8174,14.648419680899378
12299,15.493141555474756
29031,15.792416894590394
6841,14.99284837951965
10273,16.253500287964524
3788,15.321097925272149
20379,15.77691096818387
13391,15.732433170146335
4009,15.587984925956434
18783,16.41820024340866
22600,15.955576721460545
29325,13.815510557964274
10716,15.464169183551656
6359,16.011415487170016
15857,15.404745763080856
24421,15.48916981624118
8006,15.546755399326338
9526,15.545282205808094
6899,15.220135875768888
1616,15.547166103122624
12877,16.53476442957381
12227,16.300417207752275
18718,15.458733281926857
21570,15.785662904599496
20642,15.440034107816416
30036,16.012735135300492
23574,15.520258650202699
29771,14.70023425244186
7886,15.931766072766827
8610,15.715180488972392
26860,15.64005985001532
5696,15.67651931024747
5082,17.515381582831136
10677,16.26219599493208
22557,15.769405883326872
6926,15.60727002719233
23222,15.214227439082721
11734,15.447726666296083
7551,15.59391457214517
28964,15.926935145497161
20327,15.604100175182335
20632,15.445269786681573
12127,14.959127760534633
7057,14.508657738524219
19621,15.955576721460545
3141,14.508657738524219
13999,16.07205171245691
30080,15.511843340601352
13905,15.80712311577778
22628,16.213405830762646
28367,15.623799329143539
12702,14.508657738524219
18958,16.25785759333348
25811,16.41076526492114
2860,15.687312734865866
6958,14.874699873025836
19503,15.702580206996654
16398,15.60727002719233
7142,15.240544747400095
2675,15.473738634567807
18396,15.793749594134948
15168,15.671808548329901
28508,16.41820024340866
3899,15.671286380774148
26012,16.001350576433854
7139,15.233703215583379
30260,15.739698478467265
8853,15.250595083253597
5801,15.036092661041591
10090,15.274451109069018
21919,15.89495209964411
13712,14.508657738524219
28152,15.858365913076067
4317,15.682631641779327
23834,16.07205171245691
6939,16.797121797360877
26197,15.671808548329901
23403,16.012735135300492
5377,13.815510557964274
16503,15.292838467121227
20657,15.529308485722618
3844,15.64005985001532
29263,15.73262432834503
25705,15.529308485722618
30323,16.136068860792307
13731,15.978833583624812
27029,15.65606019136176
16837,15.48566720543308
16344,16.575520497997196
26728,15.63642810190413
9322,15.534613488378927
15099,15.60727002719233
24778,14.22097566607244
26849,15.789591583986283
6597,15.413224006701816
5493,15.023694483061675
10981,15.830413578506539
27664,16.213405830762646
9044,15.395519659707562
21422,15.623799329143539
5750,15.54108196853772
1888,15.687312734865866
15608,15.86578072234383
29789,16.02378497148708
25431,15.75638835164728
3526,16.325109820342647
27354,15.747031969567487
